label,message
0,boo babe u enjoyin yourjob u seemed 2 b gettin well hunnyhope ure oktake care illspeak 2u soonlots loveme xxxx
0,sir receive account another 1hr time sorry delay
0,boy sweet words left morning sighs goes day love start studying
0,ok prob
1,tone club subs expired 2 resub reply monoc 4 monos polyc 4 polys 1 weekly 150p per week txt stop 2 stop msg free stream 0871212025016
0,em olowoyey uscedu great time argentina sad secretary everything blessing
0,im leaving house
0,er yep sure props
0,future planned tomorrow result today best present enjoy future
0,thanx u darlinim cool thanx bday drinks 2 nite 2morrow take care c u soonxxx
0,awww dat sweet think something nice time tonight ill probably txt u later cos im lonely xxx
0,good day mine really busy much tomorrow night
0,actually sleeping still might u call back text gr8 rock sis send u text wen wake
0,wrong phone phone answer one assume people dont well
0,indeed way either
0,ill obey
0,wait 4 u lor need 2 feel bad lar
1,rgent 2nd attempt contact uu 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50
1,guaranteed 1000 cash 2000 prize claim yr prize call customer service representative 08714712379 10am7pm cost 10p
0,hey pay salary de ltgt
0,long beach lor expected u dinner
0,k much 8th fifty
0,depends u going lor
0,ok way home hi hi
1,heard u4 call night knickers make beg like u last time 01223585236 xx luv nikiyu4net
0,alrite sam nic checkin ur numberso ittb
1,dating service asked 2 contact u someone shy call 09058091870 revealed pobox84 m26 3uz 150p
0,greatest test courage earth bear defeat without losing heartgn tc
0,meant apology texting get drugs ltgt night
0,siva hostel aha
0,lol trying make day little interesting
1,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tcs apply 08452810073 details 18
0,hey next sun 1030 theres basic yoga course bugis go pilates intro next sat tell time r free
0,picked receipt something earlier
0,hey mate hows u honeydid u ave good holiday gimmi de gossx
0,tmrw im finishing 9 doors
0,may b approve panalambut posts
1,tried contact offer new video phone 750 anytime network mins half price rental camcorder call 08000930705 reply delivery wed
0,dear reache room
0,k text youre way
0,auntie huai juan never pick phone
0,bishan lei tot say lavender
1,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906
0,cant pick phone right pls send message
0,hi spoke maneesha v wed like know satisfied experience reply toll free yes
0,lol busy
0,checked heading drop stuff
0,wat r u
0,know god created gap fingers one made comes amp fills gaps holding hand love
1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
0,ok give 5 minutes think see btw youre alibi cutting hair whole time
0,early bird purchases yet
0,ya came ago
0,hey booked kb sat already lessons going ah keep sat night free need meet confirm lodging
1,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile 10 txtauctiontxt wordstart no81151 get now4t
0,thinking going reg pract lessons flung advance haha wat time u going
0,todaysundaysunday holidayso work
0,shall call dear food
0,may call later pls
0,jordan got voted last nite
0,go 4 e normal pilates intro
0,im going 2 orchard laready reaching soon u reaching
0,hello news job making wait fifth week yeah im woozles weasels exeter still home 3
0,carlos taking sweet time usual let know patty donewant smoke ill tell haul ass
0,give something drink takes doesnt vomit temp might drop unmits however let know
0,shower baby
0,make squeezed ltgt bucks dad
0,sure night menu know noon menu
0,big brothers really scraped barrel shower social misfits
0,take exam march 3
0,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call 9 love xxx
1,back 2 work 2morro half term u c 2nite 4 sexy passion b4 2 go back chat 09099726481 luv dena calls 1minmobsmorelkpobox177hp51fl
0,hui xin da lib
0,slept thinkthis time ltgt pm dangerous
0,babe said 2 hours almost 4 internet
0,everywhere dirt floor windows even shirt sometimes open mouth comes flowing dream world without half chores time joy lots tv shows ill see guess like things must exist like rain hail mist time done become one
1,1 new message please call 08718738034
0,im wait till 2 bus pick
0,think da wil
1,awarded sipix digital camera call 09061221061 landline delivery within 28days cs box177 m221bp 2yr warranty 150ppm 16 p p399
0,raviyog peripherals bhayandar east
0,way office da
0,well know mean texting
0,hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx
1,money r lucky winner 2 claim prize text money 2 88600 1million give away ppt150x3normal text rate box403 w1t1jy
0,u coming 2 pick
1,currently message awaiting collection collect message call 08718723815
0,greatest test courage earth bear defeat without losing heartgn tc
0,sorry ill call later meeting sir
0,good dont need receiptswell done yes please tell whats number could ring
0,hmph go head big baller
0,ive reached home n bathe liao u call
0,theyre lots places hospitals medical places safe
1,please call 08712402902 immediately urgent message waiting
0,reverse cheating mathematics
0,fyi im usf swing room whenever
0,like cheap im happy splash wine makes feel better
0,hai priya right doctor said pa
0,gud ni8 dearslp welltake careswt dreamsmuah
0,issues right ill fix tomorrow
1,reminder o2 get 250 pounds free call credit details great offers pls reply 2 text valid name house postcode
0,think im waiting bus inform get ever get
0,also remember beads dont come ever
0,yo guess dropped
0,haha dont angry take practice real thing
0,hiya sorry didnt hav signal havent seen heard neither unusual ill put case get sort hugs snogs
0,derp worse dude always wants party dude files complaint three drug abusers lives
0,thanks ill keep mind
0,started searching get job dayshe great potential talent
0,take us shopping mark distract isaiahd
0,gud ni8 dearslp welltake careswt dreamsmuah
0,id onluy matters getting offcampus
0,yeah whatever lol
0,big difference ltgt versus ltgt every ltgt hrs
0,reached home tired come tomorro
0,anything
0,ard 6 like dat lor
0,u sleeping going take haha got spys wat online checking n replying mails lor
0,r still meeting 4 dinner tonight
1,hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698
0,hi juan im coming home fri hey course expect welcome party lots presents ill phone u get back loads love nicky x x x x x x x x x
0,oh come ah
1,want funk ur fone weekly new tone reply tones2u 2 text wwwringtonescouk original n best tones 3gbp network operator rates apply
0,stop wondering wow ever going stop tming tm whenever want mine laughs
0,oh kay sat right
0,oh k got job whats
0,yo im right yo work
0,late said website didnt dont slippers
1,private 2003 account statement shows 800 unredeemed points call 08719899230 identifier code 41685 expires 071104
0,miss ya need ya want ya love ya
0,really hows masters
0,little darlings far week need coffee run tomocant believe time week already
0,shall fine avalarr hollalater
0,brother transfered ltgt ltgt pa
1,ur ringtone service changed 25 free credits go club4mobilescom choose content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt
0,good evening ttyl
1,complimentary 4 star ibiza holiday 10000 cash needs urgent collection 09066364349 landline lose box434sk38wp150ppm18
0,u going ikea str aft dat
1,want explicit sex 30 secs ring 02073162414 costs 20pmin
0,sorry ill call later
1,call 09095350301 send girls erotic ecstacy 60pmin stop texts call 08712460324 nat rate
0,
0,lol take member said aunt flow didnt visit 6 months cause developed ovarian cysts bc way shrink
0,cool tyler take gonna buy drop place later tonight total order quarter got enough
1,big brother alert computer selected u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobiles vary
1,dont know u u dont know send chat 86688 lets find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years
0,aight thatll work thanks
0,abj serving staying dad alone
0,happen dear tell
1,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693 08715500022 rpl stop 2 cnl
0,valentine game send dis msg ur friends 5 answers r someone really loves u ques colour suits bestrply
0,get free call
1,forwarded 88877free entry 250 weekly comp send word enter 88877 18 tc wwwtextcompcom
0,yup ok
0,hello hows saturday go texting see youd decided anything tomo im trying invite anything
0,aight sounds good want come
0,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear
0,part dont initiate dont understand
0,lover need
0,indians r poor india poor country says one swiss bank directors says ltgt lac crore indian money deposited swiss banks used taxless budget ltgt yrs give ltgt crore jobs indians village delhi 4 lane roads forever free power suply ltgt social projects every citizen get monthly ltgt ltgt yrs need world bank amp imf loan think money blocked rich politicians full rights corrupt politicians itna forward karo ki pura india padhegm
0,stomach thru much trauma swear cant eat better lose weight
0,good afternoon love good see words ym get tm smart move slave smiles drink coffee await
0,dont know ask brother nothing problem thing told
0,hello hello hi lou sorry took long 2 reply left mobile friends lancaster got bak neway im sorry couldnt make ur bday 2 hun
0,1s finish meeting call
0,tonight mate catching sleep new number way
0,bill 3 3365 thats bad
0,whats feathery bowa something guys dont know
0,know friend already told
0,lovely smell bus aint tobacco
0,thanks sending mental ability question
0,thank baby cant wait taste real thing
0,wanted say holy shit guys werent kidding bud
0,correct work today
0,hey ive booked 2 lessons sun liao
0,ill reach ard 20 mins ok
0,per request melle melle oru minnaminunginte nurungu vettam set callertune callers press 9 copy friends callertune
0,also chat awesome dont make regular unless see person
1,free game get rayman golf 4 free o2 games arcade 1st get ur games settings reply post save activ8 press 0 key arcade termsapply
0,noice text youre
0,like think theres always possibility pub later
0,say thanks2
0,otherwise part time job natuition
0,hey almost forgot happy bday babe love ya
0,taxt massagetiepos argh ok lool
0,yes chatting
0,idc get weaseling way shit twice row
0,cold dont sad dear
0,lol would mom would fit tell whole family crazy terrible
1,want new video phone750 anytime network mins 150 text five pounds per week call 08000776320 reply delivery tomorrow
0,damn poor zac doesnt stand chance
0,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx
0,lor
0,uncles atlanta wish guys great semester
0,broke list reasons nobodys town cant tell shes sarcastic faggy
0,sorry battery died come im getting gram wheres place
1,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09065171142stopsms08
0,hey come online use msn
0,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
0,like shaking booty dance floor
0,gr8 handle victoria island traffic plus whens album due
0,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
0,sorry im getting feel really bad totally rejected kinda thing
0,hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
0,bloo bloo bloo ill miss first bowl
0,slow using biolas fne
0,cant pick phone right pls send message
0,love give massages use lots baby oil fave position
0,write wat
1,win urgent mobile number awarded 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
1,ringtone club gr8 new polys direct mobile every week
0,head straight
1,private 2003 account statement 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104
0,willing go apps class
1,ur chance win 250 cash every wk txt play 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk
0,hi good mornin thanku wish u
0,u hav frnd name ashwini ur college
0,lol happens vegas stays vegas
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn
1,mobile 11mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd8 freefone 08000839402 2stoptx
0,alrite hunnywot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroomlove jen xxx
0,fine imma get drink somethin want come find
0,wot u wanna missy
1,get official england poly ringtone colour flag yer mobile tonights game text tone flag 84199 optout txt eng stop box39822 w111wx 150
1,dear voucher holder 2 claim 1st class airport lounge passes using holiday voucher call 08704439680 booking quote 1st class x 2
0,u hiding stranger
0,oh get paid outstanding one commercial hasbroin august made us jump many hoops get paid still
1,goal arsenal 4 henry 7 v liverpool 2 henry scores simple shot 6 yards pass bergkamp give arsenal 2 goal margin 78 mins
0,booked ticket pongal
0,sister got placed birla soft da
0,see finish loads loans pay
0,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
0,hard believe things like say lie think twice saying anything
0,hows feel mr real valentine yo valentine even tho u hardly play
0,forgot takes 3 years shower sorry atyour phone dead yet
0,nothing ever easy dont looking reason take risk life love
1,pdatenow double mins 1000 txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optoutyhl
0,need come home give good lovin
0,much buzy
1,xmas iscoming ur awarded either 500 cd gift vouchers free entry 2 r 100 weekly draw txt music 87066 tnc wwwldewcom1win150ppmx3age16subscription
0,yes pretty lady like single
0,let know youve got money carlos make call
0,way
0,get door im
0,let know details fri u find cos im tom fri mentionned chinese thanks
0,send new number
0,know lab goggles went
0,aathiwhere dear
1,specially selected receive 2000 pound award call 08712402050 lines close cost 10ppm 16 tcs apply ag promo
1,please call customer service representative 0800 169 6031 10am9pm guaranteed 1000 cash 5000 prize
0,yes princess want please every night wish command
1,xmas prize draws trying contact u todays draw shows 2000 prize guaranteed call 09058094565 land line valid 12hrs
0,means u could keep ur words
1,great new offer double mins double txt best orange tariffs get latest camera phones 4 free call mobileupd8 free 08000839402 2stoptxt tcs
0,ive told everything stop dont let get dehydrated
0,usually body takes care buy making sure doesnt progress pls continue talk saturday
0,cheers card time year already
0,greetings consider excused
0,jus chillaxin
0,hey leave big deal take care
0,real baby want bring inner tigress
1,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094594
0,cool text youre ready
0,ok come ur home half hour
1,tried contact reply offer video handset 750 anytime networks mins unlimited text camcorder reply call 08000930705
0,honey pls find much sell predicte nigeria many times used important reply monday
1,message important information o2 user today lucky day 2 find log onto httpwwwurawinnercom fantastic surprise awaiting
0,wat time wan today
0,money issue weigh thanks breathe easier ill make sure dont regret thanks
0,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing
0,sometimes put walls around heartsnot safe getting hurt find cares enough break walls amp get closer goodnoon
1,free camera phones linerental 449month 750 cross ntwk mins 12 price txt bundle deals also avble call 08001950382 call2optoutj mf
0,thank generally date brothas
0,happen
0,smith waste dai wanna gayle
0,find way didnt include details
0,hey check da listed da
0,hes apparently bffs carly quick
0,yeah probably swing roommate finishes girl
0,u think girl propose u today seing ur bloody funky shit fucking faceasssssholeeee
1,got takes 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see packs lucozadecoukwrc itcould u
0,work week
1,urgent trying contact u todays draw shows 800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs
0,yeah theres quite bit left ill swing tomorrow get
0,send email mind ltgt times per night
0,hey happened u switch ur cell whole day isnt good u care give call tomorrow
0,ok good later come find c lucky told go earlier later pple take finish
0,ugh long day im exhausted want cuddle take nap
1,forwarded 21870000hi mailbox messaging sms alert 4 messages 21 matches please call back 09056242159 retrieve messages matches
0,try get lost fact tee hee
0,stupidits possible
0,long get reply defer admission til next semester
0,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
0,aight 8 latest probably closer 7 jay tyler two trips
1,last chance 2 claim ur 150 worth discount voucherstext yes 85023 nowsavamobmember offers mobile cs 08717898035 300 sub 16 remove txt x stop
0,come u got nothing
0,huh early dinner outside izzit
0,goodmorning sleeping ga
0,alright set text man
1,great news call freefone 08006344447 claim guaranteed 1000 cash 2000 gift speak live operator
0,getting worried derek taylor already assumed worst
0,please dont say like hi hi hi
1,congratulations u claim 2 vip row tickets 2 c blu concert november blu gift guaranteed call 09061104276 claim tscs wwwsmsconet cost375max
0,askd u question hours answer
0,new car house parentsi new job hand
0,havent add yet right
0,happen dear silent tensed
0,way rencontre meet mountains dont
0,u talking bout early morning almost noon
0,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
0,talk atleast day otherwise miss best friend world shakespeare shesil ltgt
0,dont look back building coat dont want get sick hurry home wear coat gym
0,remember
0,know need get hotel got invitation apologise cali sweet come english blokes weddin
1,urgent mobile number awarded ukp2000 prize guaranteed call 09061790125 landline claim 3030 valid 12hrs 150ppm
0,calls later afternoon onwords mtnl service get problem south mumbai hear cannt listen
0,okey dokey ill bit sorting stuff
0,leave u always ignorant
1,dear voucher holder next meal us use following link pc 2 enjoy 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp
0,oh shut omg yesterday dream 2 kids boys pissed kids boys even told mark dream changing diapers cause im getting owed face
0,yup havent want go yoga call book
0,could work well reach consensus next meeting
0,yet chikkuwat abt u
0,lol real told dad cancer
0,askd u question hours answer
0,tirupur call da
0,thought id get watch cos thats kind thing u get4an18th loves much
0,sweetheart hope kind day one loads reasons smile biola
0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
0,moment dayhas valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find todaygood morning
1,win year supply cds 4 store ur choice worth 500 enter 100 weekly draw txt music 87066 tscs wwwldewcomsubs161win150ppmx3
0,okok okthenwhats ur todays plan
0,probably want pick
0,neither sterm voice im studying fine sure thing resolved tho anyway fab hols
0,dude makin weirdy brownies sister made awesome cookies took pics
0,though shd go n fun bar town something sound ok
0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams
0,u wana see
0,special
1,registered optin subscriber ur draw 4 100 gift voucher entered receipt correct ans 80062 whats no1 bbc charts
1,freemsgfav xmas tonesreply real
0,awesome text youre restocked
0,love working home
0,good trip watch remember get back must decide easter
0,got new job bar airport satsgettin 447per hour means lie keep touch
0,nothin comes mind help buy hanger lor ur laptop heavy
0,love ass enjoy doggy style
0,hi theyre keen go kind feel shouldnt go tomo dont mind
0,haha awesome omw back
0,tell something thats okay
0,im done
0,escape theatre going watch kavalan minutes
1,important information 4 orange user today lucky day2find log onto httpwwwurawinnercom theres fantastic surprise awaiting
0,mobile numberpls sms ur mail idconvey regards achanammarakheshqatar
0,hey chief give bell get need talk royal visit 1st june
0,good morning dear great amp successful day
0,mind blastin tsunamis occur rajnikant stopped swimming indian oceand
0,chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin
1,dont b floppy b snappy happy gay chat service photo upload call 08718730666 10pmin 2 stop texts call 08712460324
0,ok many buy
0,send resume
0,hhahhaahahah rofl wtf nig leonardo room something
0,orh tot u say still dun believe
0,uncles atlanta wish guys great semester
1,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066
0,jus finish bathing
0,ok chikku 1 favourite song
0,living simple loving also simple laughing simple winning tooo simple simple difficult
0,ever green quote ever told jerry cartoon person irritates u always one loves u vry much fails express gud nyt
0,tell quite long cos havent finish film yet
0,ya ok dinner
0,darling sister whens school resuming minimum wait period reapply take care
0,september
0,uworld site buying qbank buying self assessment also
0,nope watching tv home going v bored
0,thats trouble classes go well youre due dodgey one expecting mine tomo see recovery time place
0,yeah jays sort fucking retard
1,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsmscom text stop stopcost 150p 08712400603
0,nice line said broken heart plz dont cum 1 times infront wise trust u good 9t
0,oh yeah forgot u take 2 shopping
1,urgent please call 0906346330 abta complimentary 4 spanish holiday 10000 cash await collection sae tcs box 47 po19 2ez 150ppm 18
0,dont file bagi work called mei tell find anything room
0,company goodenvironment terrific food really nice
0,whens radio show
0,mmmmm loved waking words morning miss love hope day goes well happy wait us together
0,reading gud habit nan bari hudgi yorge pataistha ertini kano
0,yep get program youre slacking
0,happy birthday youdearwith lots loverakhesh nri
0,1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting
0,wish
0,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
0,hm good morning headache anyone
0,consider walls bunkers shit important never play peaceful guess place high enough dont matter
0,messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom
0,yetunde im class run water make ok pls
0,sweet may may go 4u meet carlos gauge pattys interest
1,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop
0,gifts trying get throw cliff something
0,sorry ill call later
0,gd got free ice cream oso wan
0,r u sure theyll understand wine good idea slurp
0,got lots hair dresser fr china
0,told hr want posting chennaibecause im working
0,yesgauti sehwag odi series
0,get
0,fact youre cleaning shows know im upset priority constantly want need
0,want grasp pretty booty
0,get step 2 outta way congrats
0,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake
0,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
0,ok vldo u know got adsense approved
0,yep pretty sculpture
0,er mw im filled tuth aight
0,means got epi shes fine shes
0,let math good
0,thinking u x
0,hey glad u r better hear u treated urself digi cam good r 9pm fab new year c u coupla wks
0,aight still want get money
0,better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh
0,watching surya movie 6 pm vijay movie pokkiri
0,haha awesome minute
0,ok anybody asks abt u tel themp
0,wish great semester
0,like spoiled
0,ooooooh forgot tell u get yoville phone
0,aight pick open tonight
1,u win 100 music gift vouchers every week starting txt word draw 87066 tscs wwwldewcom skillgame1winaweek age16150ppermesssubscription
0,thats one issues california okay snow manageable
1,account credited 500 free text messages activate txt word credit 80488 tcs www80488biz
0,u call
0,would really appreciate call need someone talk
0,lemme know youre
1,3 free tarot texts find love life try 3 free text chance 85555 16 3 free msgs 150
1,call 08702490080 tells u 2 call 09066358152 claim 5000 prize u 2 enter ur mobile personal details prompts careful
0,r going send
0,theres someone year ltgt toyota camry like mr olayiwolas mileage ltgt kits clean need know much sell raise dough soon landing sell holla back
0,cool fun practicing making babies
0,dont think dont need going late school night especially one class one missed last wednesday probably failed test friday
0,aight close still around alexs place
0,good morning princess
0,watching ajith film ah
0,idea
1,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2coukgames 4 terms settings purchase
0,thats love hear v see sundayish
1,urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae tcs po box 434 sk3 8wp 150 ppm 18
0,blankets sufficient thx
1,tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call 08000930705
0,lov line hurt truth dont mindi wil toleratbcs ur someone never comfort lie gud ni8 sweet dreams
0,wait msg ltgt min
0,says hell give call friends got money hes definitely buying end week
0,hi please get ltgt dollar loan ill pay back mid february pls
0,r comin back dinner
0,baby promise treat well bet take good care
1,dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tcs sae box326 cw25wx 150ppm
0,company goodenvironment terrific food really nice
0,jay snickering tells x totally fucking chords speak
0,hello baby get back moms setting computer filling belly goes loverboy miss already sighs
0,think go honesty road call bank tomorrow tough decisions make us great people
0,eat fo lunch senor
0,wont move morphine
0,jus came back fr lunch wif sis u leh
0,oh ya got hip hop open haha thinking go jazz zoom cine actually tonight im free leh theres kb lesson tonight
0,hows things quick question
0,send yettys number pls
0,ok ask abt e movie u wan ktv oso
0,wot u 2 j
0,need lar go engin cos sis arts today
0,2 half years missed friendship
0,total video converter free download type google search
0,ill sch fr 46 dun haf da book sch home
0,wont get concentration dear know mind everything
0,oh yes like torture watching england
0,hi darlin im helens fone im gonna b princes 2 nite please come tb love kate
0,know thinkin malaria relax children cant handle malaria would worse gastroenteritis takes enough replace loss temp reduce give malaria meds vomit self limiting illness means days completely stop
0,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good
0,ha ha cool cool chikku chikkudb
0,ps u ur grown right
0,entered cabin pa said happy bday boss felt special askd 4 lunch lunch invited apartment went
0,merry christmas u annie
0,oh god happy see message 3 days
1,hottest pics straight phone see getting wet wanting xx text pics 89555 txt costs 150p textoperator g696ga 18 xxx
0,got another job one hospital data analysis something starts monday sure thesis got finished
0,nope meanwhile talk say make greet
0,pay first lar da stock comin
0,cos daddy arranging time c wat time fetch mah
1,ur chance win 250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
0,hows going got exciting karaoke type activities planned im debating whether play football eve feeling lazy though
0,wish u feel alone
0,working ringing u thing whole houseful screaming brats pulling hair loving u
0,lunch come quickly open door
0,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct
0,coming friday leave pongaldo get news work place
0,ok lor
0,going thru different feelingwavering decisions coping individualtime heal everything believe
0,free call sir waiting
0,yes started send requests make pain came back im back bed double coins factory gotta cash nitros
1,sale arsenal dartboard good condition doubles trebles
0,ugh leg hurts musta overdid mon
0,wen u miss someone person definitely special u person special miss keepintouch gdeve
0,pansy youve living jungle two years driving worried
0,great never better day gives even reasons thank god
0,home always chat
0,aight see bit
0,oh yes ive little weather ive kind coccooning home
0,helloooo wake sweet morning welcomes enjoy day full joy gud mrng
1,u subscribed best mobile content service uk 3 per ten days send stop 83435 helpline 08706091795
0,dont know thing thats wrong everyso often panicks starts goin bout bein good enough
0,yeshere tv always available work place
1,mobile 10 mths update latest orange cameravideo phones free save free textsweekend calls text yes callback orno opt
0,gud mrng dear nice day
0,wanna art
1,thanks ringtone order ref number r836 mobile charged 450 tone arrive please call customer services 09065069154
1,bored housewives chat n date 08717507711 btnational rate 10pmin landlines
0,waited yesterday
0,mums repent
0,one
0,velly good yes please
0,well shes big surprise
0,probably wont eat today think im gonna pop weekend u miss
0,dint tell anything angry told abi
0,yes ammaelife takes lot turns sit try hold steering
1,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friends 150ptone 16 reply hl 4info
0,mean left early check cos im working 96
0,happy new year dear brother really miss got number decided send text wishing happiness abiola
0,package programs well
1,simpsons movie released july 2007 name band died start film agreen day bblue day cred day send b c
0,sorry ill call later
0,ill hand phone chat wit u
0,sent lanre fakeyes eckankar details mail box
1,mila age23 blonde new uk look sex uk guys u like fun text mtalk 6986618 30pptxt 1st 5free 150 increments help08718728876
0,friends help us problems give stupid suggestion lands us another problem helps us forgt previous problem
0,wanted ask wait 4 finish lect cos lect finishes hour anyway
0,got ur favorite oyster n got favorite sashimi ok lar dun say already wait ur stomach start rumbling
0,bull plan go floating ikea without care world live mess another day
0,ill b soon
0,nicenicehow working
0,gonna let know cos comes bak holiday day coming dont4get2text number
0,please come imin towndontmatter urgoin outl8rjust reallyneed 2docdplease dontplease dontignore mycallsu thecd isvimportant tome 4 2moro
0,k u bored come home
0,got job wiproyou get every thing life 2 3 years
1,free message activate 500 free text messages replying message word free terms conditions visit www07781482378com
1,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 per weekstop sms08718727870
0,haha money leh later got go tuition haha looking empty slots driving lessons
0,cant pick phone right pls send message
0,place want da
0,hmmm thought said 2 hours slave 3 late punish
0,thats ebay might less elsewhere
0,shall come get pickle
0,food
0,hey ive booked pilates yoga lesson already haha
0,takes away money worries
0,neshanthtel r u
1,urgent mobile 07xxxxxxxxx 2000 bonus caller prize 020603 2nd attempt reach call 09066362231 asap box97n7qp 150ppm
0,c movie juz last minute decision mah juz watch 2 lar tot interested
0,means get door
0,hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 cin u 2mrw luv jaz
0,yeah probably earlier
0,peteis phone still jenny college leannewhat
0,ok finishing soon
0,thats cool sometimes slow gentle sonetimes rough hard
0,gone get info bt dont know
0,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody
0,wat uniform get
0,dips cell dead coming u better respond else shall come back
0,come medical college 7pm forward da
0,goodo yes must speak friday eggpotato ratio tortilla needed
0,could seen mei didt recognise face
0,well join ltgt bus
0,prabhaim sorydarealyfrm heart im sory
0,meet soon princess ttyl
1,rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credits redeemable wwwringtonekingcouk enjoy
0,hi harishs rent transfred ur acnt
0,know mood today
1,urgent trying contact u todays draw shows 800 prize guaranteed call 09050001808 land line claim m95 valid12hrs
0,great office today
0,u wake already wat u u picking us later rite im taking sq825 reaching ard 7 smth 8 like dat u check e arrival time c ya soon
0,realise busy guy im trying bother get exams outta way try cars gr8 day
0,well welp sort semiobscure internet thing
0,change windows logoff sound
0,im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday
0,yeshere tv always available work place
0,fps
0,cooked rather nice salmon la
0,huh slow tot u reach long ago liao u 2 days 4 leh
0,know people hit fuck yes
0,im viveki got call number
0,room need
0,jot things want remember later
0,many happy returns day wish happy birthday
0,lol u drunkard hair moment yeah still 4 tonight wats plan
0,yes thought thanks
0,wonderful okors great month cherish guys wish well day mojibiola
1,urgent mobile number awarded 2000 prize guaranteed call 09061790126 land line claim 3030 valid 12hrs 150ppm
0,dont respond imma assume youre still asleep imma start calling n shit
0,sorry mates phone didnt write love kate
1,dear uve invited xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yrs
